Text,Star,NEW_COLUMN
Good,1,1
Good,1,1
Good,1,1
GoodğŸ˜Š,1,1
Good,1,1
Good,1,1
No good,1,1
I'm using this app since 5 years and it was the good app for me .but now it has stopped to work .suddenly it becomes close .now it makes me sad .,1,1
IT IS GOOD FOR GAMING,1,1
"The update won't download, and from the other reviews it's probably a good thing!",1,1
Not good! Every time I try to answer my phone something pops up and I have trouble answering my phone!,1,1
Good,1,1
"Hate it, I have been using the Google search widget for years, I click the microphone and talk, its been good just a beep letting me know its ready, now I click the microphone and I hear ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" I DO NOT NEED TO BE ASKED ANYTHING.... ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP"" ""WHAT WOULD YOU LIKE TO SEARCH FOR....BEEP""",1,1
Good serving,1,1
Good on searching not on updating and installing,1,1
Good,1,1
Good,1,1
"Not working as good , it should be jser friendly",1,1
Good,1,1
Not so good also not bad,1,1
Good,1,1
Very good app but one problem download resume fall problem very big problem,1,1
Good,1,1
Good,1,1
He is a good app,1,1
Good,1,1
"Not a good app , problem facing in downloading,,very disappointed from google",1,1
So good,1,1
"I don't have mobile good enough to use it, means it is not running in my mobile properly so I've given 1star",1,1
Good,1,1
It's downloading speed is very low need fix it Neither it's good I have a fastest network but it's not work fast,1,1
Google has tracked my every move on line and offline sending me ads for text I have sent to friends like I need a oil change bro then boom when I get online I got advertisements trying to sell me oil changes. I have told friend in chat about a certain boot I wanna get boom the brand and the exact model is on my page. They have censored my search history to what I wanna look for they shift me going another way scary site stay away no good,1,1
Good,1,1
Good App,1,1
Good,1,1
good,1,1
Good,1,1
Good,1,1
Good,1,1
I really disappointed with chrome form last 1 month becoz it is not working good I want to new searcher have any idea any body then give me,1,1
A hacking parathola of goodness. I don't even know much about computers... something is not quite right. I'm not crazy for imagining it. What's crazy is the ones not fixing it. I don't believe I'm imagining it. I can know nothing about computers and imagine a problem you guys probably already know about. LATE.,1,1
This is good app but too much bad porn ads coming y they're coming so many another application plz stop the ads,1,1
Good,1,1
Thi is not good,1,1
Good,1,1
Good luck with,1,1
The App very good,1,1
good app,1,1
Literally unusable. I got to bed to wake up to 40 tabs opened about virus alerts and malware attacks. Who has other good browser recommends.,1,1
ğŸ˜„ğŸ˜ƒâ˜ºğŸ˜‰ğŸ˜ğŸ˜Œ Good Luck To U ğŸ„,1,1
I rated 3 cuz sometimes it has unappropriate things and that not good to kids,1,1
no goodğŸ‘ğŸ‘,1,1
Good,1,1
Thise app good and i love it but i gave 1star because when i download any movie it take many time.,1,1
good,1,1
Very useful for me keep using guys good app !!!,1,1
Not good . didn't update the application,1,1
If it's not broken don't change it. Who thought it would be a good idea to change the tabs view option? I hate it! At least give me the option to bring it back!,1,1
Good,1,1
New tab system is not good.,1,1
Very good,1,1
"How do I disable the group tabs functionality? It's awful to use it. Please, when long clicking in a link, add an option to ""Open New Tab in a New Group"". I hate that I have to open a new tab in the group, which takes 10% of the screen, because it shows a stupid tab selector in the bottom of the screen. Then I need to separate the tabs in new groups, and when I come back the stupid tab selector is still there with only one tab. Who thought this was a good idea?",1,1
Good,1,1
No good,1,1
good,1,1
this app is very good for me before but since they upadted i cannot use this up to go live streaming on youtube so i rate now poor,1,1
Good,1,1
Good app,1,1
Its good,1,1
No good its not updated,1,1
Many unwanted ads,1,0
Very bad app ğŸ˜,1,0
Very coming in real status. Thank you,1,0
I want to download greana free fire but that not comming in file,1,0
Data consuming,1,0
Okk kind but bad then brave,1,0
Bad,1,0
ğŸ‘,1,0
Don't know why chrome started controlling the chromatic effect. Every time I scroll or try to copy paste anything from chrome it automatically start changing the blue light filter on it's own. That's too sore to eyes. Please remove or provide us with an option to block it,1,0
Bad app,1,0
Chrome is crashing again and again...Can't open new tab or can't process a link.....ğŸ˜¡,1,0
Jelek..........?!!!!!!!!!!!!!!!!!,1,0
"I can't download I,so , I give only one star.",1,0
This really sucks,1,0
It is slow when i use wife,1,0
always offline,1,0
whenever i open chrome automatically crash the page,1,0
My MP3 songs are not downloading in music file WHY?????,1,0
Worst to all browser. Rating should ( -5 â˜†),1,0
okI'llbeIisand tellarroad karkal,1,0
Rules of admission in rehabilitation centre in Bagayam,1,0
Open my chrome app,1,0
This is not working..what should I do?,1,0
Z be l nook look t mm vmll and as aaÃ afjio cft KK Ann t z g,1,0
Vinay,1,0
The worst never downlowd dosent even work stupid app,1,0
Google lens sucks monkey butt,1,0
Uninstall,1,0
Not faster reliable I want to get an APK it's not going to be downloaded,1,0
It is the best app for browsing,1,0
Can not open.,1,0
"Dark mode is acting up and changing screen light to super bright on it's own , super annoyed",1,0
Ok,1,0
This website is useless,1,0
Worst,1,0
Best,1,0
Nice,1,0
Ghoul,1,0
Very dissatisfied,1,0
Chrome didnt work well,1,0
Waste day by day.... I don't no what this Google chrome people doing ...,1,0
It's not even working right now..why?,1,0
ğŸ’˜Mithleshkumar ğŸ’•,1,0
No site opening...it's shows downloading but not working.,1,0
ğŸ‘—,1,0
This app was using all my data for the month in a week. Changed to a different browser that uses way less data to view web pages. Now I don't have to upgrade my cell plan. Extra bonus the pages load faster on my new browser,1,0
This app is so worst,1,0
W loo tobe exx so so xws to ewd to eve and e to get the order soowzss e u o to ed ok let osdeo to get ddos the above weğŸ™‚ğŸ˜ƒğŸ¤©,1,0
Bugs,1,0
Time waste,1,0
bekar worst,1,0
The top bar sometimes doesn't work and I'm unable to click on any tabs.,1,0
"If you value freedom and liberty, switch to duckduckgo. Google uses its enormous power to destroy western culture and philosophy and it sticks its middle finger up at your privacy !",1,0
Bad,1,0
Very bad,1,0
"Not working since yesterday, how will manage . Do something or only 1 star",1,0
"I face so many problems from my Chrome application. It is not working as well, so please solve my Chrome mobile application as soon as possible. Thanks",1,0
Nic,1,0
Very bd exp,1,0
These days it keeps closing just after a few seconds.,1,0
hack sanfboxed,1,0
"Lately when I open the app, the tabs I have open don't even load up. Literally freezes on opening app, blank screen and site doesn't load up. I'm using Moto G Stylus.",1,0
Please collect information on yourselves and let me live and do as I wish without you feeling the need to know my every thought or action or reaction.. in other words don't be evil... Just do you boo,1,0
Lake,1,0
It always breaking and stopping . It just annoying,1,0
What's going on???... My chrome won't load and automatically shuts down!,1,0
tab grouping sucks,1,0
"Tabs don't swap or close on this latest version, can't even kill the app, just comes back with the same tabs open. Need a drop down menu close tab and a close all tabs menu option.",1,0
This file sharing for third person,1,0
"Do not like it , it allway looses connection, rather not have",1,0
Filters search results toward liberal views,1,0
When press center button on my mobile for see opt massage crome did not save page.,1,0
"Fix the f*$&>,^ problem already. Tired of this app not working and a red arrow showing up. Google doesn't have techs that can fix this problem?????? Seriously!!!!!!!!!!",1,0
Always crashing,1,0
Not interested..,1,0
"Doesn't open at all , just a blank screen",1,0
Crash & not respond,1,0
Keeps crashing,1,0
Stuck like happening when I'm going to opening this not open at all.. this now happening from few days.,1,0
Bad aplication,1,0
"Google Admin repeatedly kept changing Google language 2 Ukrainian w/o permission as punishment 4 posting about the Joe Corleone Biden crime family, rendering Chrome useless. (What RD astoundingly remote odds of my Google account repeatedly ""randomly"" switching 2 Ukrainian 3 seconds after fixing it?) ASSHAT ğŸš¼NaziğŸ–• remotely powered off my cell 1 sec after reboot killing my phone. I cldn't even dial 911 w this illegal hack for 5-12hr stretches 4a wkğŸ˜ Truly Orwellian! Google violates 1st Amendment",1,0
Broken as hell.,1,0
"Ads pop up in background , seem like got hacked",1,0
Nothing but problems it does whatever it wants. Opens up apps freezes I don't know is anybody else having ims trouble too. Samsung Galaxy s8 is defective and they wont help either. Chrome several alerts malicious spy ware really 2 problems. And I cant afford new phone I was told take it to the store.,1,0
"ğŸ¤¦ğŸ¼ğŸ¤¬ I don't know why I'm still trying. I feel like a fool, the donkey hitting the head on the same stone over and over again ğŸ¤¦ğŸ¼ğŸ¥² Your browser is okay when it works, but I'm done with those pages getting stuck again and again, nothing works until I force stop the app and reboot it again. Very dissapointing ğŸ˜”ğŸ‘‹",1,0
Fresh,1,0
Excellent,1,0
I hate you!,1,0
It wont up date,1,0
I am sick of the awful content Chrome sends me,1,0
Can't add bookmarks!,1,0
Suc k s..sucks...sucks,1,0
I cant open the app because im hacked.,1,0
why is there no addon support on mobile. chrome freezes and crashes more then any of my apps.,1,0
Do not like many issues it was ok before but recentlyit just wont work properly I,1,0
Very bad,1,0
"The app is so very slow, my download speed is not even up to 200kb",1,0
Disgrace to search engines...,1,0
This Google Chrome app has allowed inappropriate and unsolicited web sites to pop-up on opening. It is very offensive and have tried to block them. It is also allowing redirects without my permission therefore an ERR_NETWORK_CHANGED message occurs everything I open my phone. This web appears vpi.hfght564highjhg.tech/?t=1609 it impossible for me to block the continuous bombardment of the continued changing to other inappropriate addresses that appear. I need help to get rid of these people,1,0
Too slow,1,0
Used 39% of my battery on my pixel 4a after just 3 minutes of use. Consistently uses so much of my battery. Done using it until this is fixed.,1,0
ğŸ˜ƒI searched up dady chill ğŸ˜ and the acsaintğŸ˜ƒğŸ˜ƒğŸ˜ˆğŸ’€ğŸ–•ğŸ–•ğŸ–•ğŸ–•ğŸ–• and my dad heard thatğŸ˜…ğŸ˜ğŸ˜,1,0
Cool app,1,0
No sound or music or voice .,1,0
Unable to sign in or use on any incoming mail. Additional negative remarks as use becomes even more difficult . No .,1,0
Evil. Adrenochrome junkies,1,0
Can't load a single page,1,0
Ğ§Ñ‘Ñ€Ğ½Ğ°Ñ Ñ‚ĞµĞ¼Ğ° Ğ½ĞµÑĞºÑ€Ğ¾Ğ»ÑŒĞºĞ¾ Ğ¾Ğ±Ğ½Ğ¾Ğ² Ğ½Ğµ Ñ€Ğ°Ğ±Ğ¾Ñ‚Ğ°ĞµÑ‚ Ğ²Ğ¿Ğ»Ğ¾Ñ‚ÑŒ Ğ´Ğ¾ Ñ‡Ñ‘Ñ€Ğ½Ğ¾Ğ³Ğ¾Ğ±ĞµĞ»Ğ¾Ğ³Ğ¾ ÑÑ‚Ñ€Ğ¾Ğ±Ğ° Ğ¸ ÑƒĞ´Ğ°Ğ»ĞµĞ½Ğ¸Ñ Ğ¿Ñ€Ñ‚Ğ»Ğ¾Ğ¶ĞµÑ€Ğ¸Ñ Ğ¸Ğ· Ğ¿Ğ°Ğ¼ÑÑ‚Ğ¸.,1,0
I have experyins.,1,0
Change your community guildlines.,1,0
Officially garbage.....what a mess....the bigger the get.....the worse this app gets,1,0
Offline mode due to vpn bug is terrible,1,0
"Same thing with the other reviews, nothing is loading. I am going to use a different browser.",1,0
Nice n fast,1,0
"I've always been atracted to Crome but now I've just about had it with Crome. You people always cancle a persons download just when it has gone far. Data is not easy to come by this days, you know. And u don't even give free data like Opramini. Too many ads that comsumes data. Crome is stating to look like a fraud app to me. Please fix this before or Crome users will stop using Crome giving that now we have so many browsing apps.",1,0
Completely freezing chrome has gone to the dogs on android,1,0
Its crashing again n again very disappointed,1,0
EVERYTIME PLAYING A GAME WATCHING A VIDEO IT SWITCHES MY TAB TO STUPID CHROME I DELETED IT ITS SUCKS!!!!,1,0
Going to report what you have put on my phone,1,0
jelek,1,0
"Have been using this app on mobile for as long as smartphones have been around. I am very disappointed to see it unresponsive and stuck, not even Google search works. Both are just blank black screens that never load. Please fix it. What point is there to rate it, when you have nothing to rate it on.",1,0
"Since switching to a Google Nest Wifi router - chrome suddenly constantly switches to ""offline"" in tabs, where it just keeps showing a cached page. I am online, and opening a new tab simply works. However, this makes the internet pretty unusable, and in some cases, much worse as incorrect (outdated) pages are shown after refresh. No way I could find to disable this feature, sadly.",1,0
Not well working,1,0
Its very slow whenever i watch a video,1,0
Sux,1,0
It's does not work,1,0
Horrible! Much worse than I thought?ğŸ˜“,1,0
we yet,1,0
Njm,1,0
Slow,1,0
Poor,1,0
You still suck google and you don't care about your users why not be upfront about it.,1,0
Googli chrome open,1,0
Chrome keeps closing,1,0
"Enserio, ya estoy cansadisima de que la app estÃ© fallando tanto. Y me sorprende no encontrar artÃ­culos sobre este problema. Ya es demasiado fastidioso.",1,0
3yeats,1,0
The app has become useless since it doesn't seem to work anymore idk what happened but the app is broken doesn't load and crashes.,1,0
Along try,1,0
Can't run on my phone,1,0
. V.,1,0
From 2 months I'm not using chrome. Because of too many unwanted messages starts to appear. Bad very bad.,1,0
Nice,1,0
Someone keeps hacking my acount through this,1,0
Errors...,1,0
"Buggy garbage. Has stupid ""swipe to change tab"" bugs, ruins browsing. On phone, has glitch screens full of pixel noise. Banned from YouTube, so they are SELF-BOYCOTTING to the tune of 65 million commenters/creators banned. GOOGLE CAN'T DIE FAST ENOUGH. FIRE SUSAN WOJACKI & HER TOXIC LEZ SJW CENSORBOT FROM RECODE. Easily outdone by the Cobalt Browser.",1,0
All free ads pop up,1,0
This is useless and how can I remove it from my phone completely and immediately. All it does is annoy me. Remove it now !,1,0
Lousy,1,0
You to Lobosong,1,0
A lil terrible but if you do know how to fix this please fix it. The thing is when i open something to download inside of chrome it shows ads. And its bothering me from the view. If you know how to fix this please kindly fix it.,1,0
Not loading,1,0
Y'all are billionaires and aren't helping people during a pandemic. Off with their heads.,1,0
Move too slow and i have unlimited data.,1,0
Poor,1,0
Keeps crashing,1,0
Supr,1,0
Hey yall suck always crashing and always freezing boo!!!,1,0
"Please bring back previous interface. The new tab interface is sooooo confusing with link only, no webpage image like the previous chrome. Pleaseeeeeee",1,0
background hack,1,0
Best app,1,0
Cannot play instant wins,1,0
Missing extensions support is big disadvantage of this browser. Use another better browser.,1,0
Constantly freezes and display a white blank page after being able to load a certain page.,1,0
My google will not open up when im searching for things. It always black out,1,0
I use a Samsung s6 lite tablet. I can't open or change tabs in landscape mode and sometimes in portrait mode. I have to rotate the screen to do so. This is annoying and it happens randomly in both modes,1,0
I've repeatedly gone to the options to stop seeing news on Wonder Woman 1984 yet I keep being suggested stories about it every time I open a new tab. I just downloaded the DuckDuckGo app and will be using that from now on,1,0
"I don't know whether the app is high. Almost all the time nothing displays when the app is launched, it just appears dark",1,0
Doesn't,1,0
ğŸ˜’,1,0
U need to add vpn to it to protect people's IP Address because it not very secure or private . Add adblocker.,1,0
Impossible to stop the previous search results coming up in a list under the search bar every time I start a new search! That is the silliest thing I have ever seen!,1,0
Whenever I pause a video and close chrome to listen to a podcast it causes the podcast to pause constantly. This started a few weeks ago. I'm forced to close whichever tab has the video. This is really annoying because then I have to go find the video again.,1,0
Do not updet in my phone,1,0
"Not only do I not have the option to turn off the extremely glitchy group tab feature that google support has no answers for, but I can no longer add tabs to my home screen instead of bookmarking them (sync feature doesn't work so I can't view bookmarks or full history on other devices, support doesn't have answers for that either).",1,0
I used to use it as my main browser but it tracks everything you do and it's not as secure as other browsers. Now I use Firefox and tor browser,1,0
KRishan Chatham,1,0
Ew,1,0
I don't no anythingthats on this phone,1,0
Â® outeme.,1,0
The worst. Suddenly stopped working and constantly freezing/crashing. Smh.,1,0
Too much tracking,1,0
Great,1,0
Â¿Â¡ã„,1,0
Low speed,1,0
I don't want my business shared with anyone. I have been violated. I want sharing my information off. Please clear sharing with everyone.,1,0
App puts garbage stuff on my phoneong with viruses,1,0
gud,1,0
Chrome doesn't load what I'm searching. It just shows a blank page,1,0
Slow and lack of forward button,1,0
"Got so many problems, you should already know what the problems so i don't need tell you what are the problem",1,0
super,1,0
Bee,1,0
THEY CAN'T KEEP PROMISE,1,0
ğŸ˜²ğŸ˜²ğŸ˜²ğŸ˜²ğŸ˜²ğŸ˜²ğŸ˜²ğŸ˜²,1,0
Unable to show bookmarks on start page,1,0
Ù„Ø¨Ø§Ø³,1,0
Hate it,1,0
Quit installing apps on my tablet.,1,0
I have a black screen and cannot use. I use this to get my jobs. Will there be a fix for this soon?,1,0
Nice,1,0
My Samsung Tab 4 ran the previous version of Chrome just fine. I upgraded because it frequently reminded me to. Now this version frequently crashes on me. There is no option to roll back to the previous version.,1,0
Is fast secure I love it,1,0
"There's no Need for dual Crome ,Total Rubbish if you ask me !!!!",1,0
110 Aso SoNU,1,0
I don't like how Chrome opens on its own !,1,0
Its constantly showing clean phone after i cleaned it,1,0
Plz how do u delete this,1,0
Been in apps que for a month and will not up date. Keeps clocking.,1,0
We Lz ml em Z mol Zoo Pe,1,0
The app doesn't seem to work or open anything on the Samsung a51,1,0
"Jesus Christ. Come on Google, don't force me to download Samsung Internet.",1,0
:-(:-ğŸ˜©,1,0
"The ""feature"" that allows Chrome to offline pages to save data is instead very inconvenient bug. I can't even get the page to load from a refresh, it always hits the offline cache. This probably works fine for SPAs but not server-side rendered sites.",1,0
Very disappointed...literally Google I just wanna cut your head off...I know it's kinda mad but I have to say something to minimize my Blood Pressure...You Moron ğŸ˜ ğŸ˜¡ğŸ¤¬,1,0
I don't know bat he is no Work,1,0
bad,1,0
Too slow,1,0
Its not responding to my request when I am searching or visiting a link. Please fix this. Thanks.,1,0
"Why is Chrome home screen populated with random list of visited page shortcuts instead of Bookmarks which it should be for? Where can I edit them? Also, Dynamic Color Gamut fails on my OnePlus6 device and causes slight flicker. Turning it off in Chrome flags fixed it.",1,0
a,1,0
Its not working when ever i search some thing the screen just turns blank and google closes,1,0
Worst,1,0
Fine,1,0
Big file and moives can not domlode the chrome,1,0
The app won't load anything and then it crashes and goes back to the home screen. Why?,1,0
"ğŸŒŸ ğŸ˜¡ Quando pausamos o vÃ­deo para ler alguma coisa, fica um Ã­cone enorme atrapalhando a leitura. Quando colocarem esse Ã­cone exagerado em outro lugar volto a qualificar.",1,0
Google isn't safe,1,0
"NÃ£o funciona, desde ontem estou tentando utilizar para buscas e ele simplesmente trava, vim verificar se tinha atualizaÃ§Ã£o pelo menos, mas nÃ£o, vou ter que encontrar outro Browser, porque nÃ£o e a primeira vez, inclusive troque de celular achando que isso acontecia devido ao aparelho ser ""antigo""",1,0
Constantly interrupts with pop ups.,1,0
Awaaw you a LITTLE more a Wa AND wwaEaa WA awaaaAa a aW,1,0
That not up to date time to time,1,0
Best app ever,1,0
Z W ee3 $-,1,0
App keeps freezing. So irritating. Cannot complete anything. Ven freezes typing in websites ğŸ’”ğŸ¤¬,1,0
"SUCKS!!! I say negative 10 stars. I can't even uninstall your screw up! UGH!!! Fix this problem, PLEASE?!? #GOOGLEwhatHAVEyouDONE #GOOGLE-FIX-IT #GOOGLEchrome #YouAreNotSupposeToFixItUntilItIsBrokenGoogle #Google",1,0
Nice,1,0
My email was let out .. not secure,1,0
Google ******,1,0
Very slow development,1,0
Still isn't lÃ³adÃ­ng data,1,0
Slow work,1,0
I can see it anything from a goole,1,0
"Google's team censors people who have a conservative viewpoint. If you don't think/act like they do or believe in the same politics, they ban/block your content.",1,0
Not well,1,0
I can't get out of here! Help!ğŸ¥ºğŸ™„,1,0
Yevt,1,0
Bad,1,0
Bad,1,0
Very bad,1,0
Great,1,0
Bad n lowest,1,0
Works. But home page news article and other suggested content should have options to hide. I will enable it if I want so see don't force it on me,1,0
Slow Internet download speed even my internet is stable!,1,0
"Won't run crashes on startup, excellent testing there ğŸ¤”",1,0
It never gives our search result and always says chrome keeps stopping.,1,0
Horrible UI,1,0
"I'm disappointed in Google to removing conservative apps, blocking conservative news. They have become true communists like China. Im removing everything Google! and I'm going to encourage everyone I know to not use any Google apps anymore. Get ready Google, we the people made you, we can destroy you.",1,0
This app is not working for me. Everytime i open notices it stays on the same site. I dont understand it. Its stuck on the same site. I uninstalled and reinstalled and still the same. HELP?????,1,0
"Terrible App! I'm Having a same issue! When The Video At Youtube Is Not Working at all, That's Why I'm telling you! I have to restart the IPad for the whole time, Nothing happens! Still Loading On The Video For A Split Second And Disconnected The WIFI! I'm So Sad For Today! Please Fix This ASAP!",1,0
Blue film,1,0
Pathetic,1,0
bubo,1,0
google thievery enabler. use firefox or firefox focus instead.,1,0
"So sad I have not been able to use this app, it simply would not open any page. Has been blank for how long now!",1,0
It sucks. Hate all the pop up adds.,1,0
Nazis,1,0
Updet problum,1,0
How can delete me chrome on my phone Tell me please,1,0
Performance sucks!,1,0
Trash,1,0
It's crach a lot of time,1,0
Criminal enterprise run by communist,1,0
I can't dowload a video it restart again when it's half full,1,0
Censoring people and companies because you do not agree with them politically is wrong!,1,0
Not really secure.,1,0
Pathetic,1,0
It's what is expected .,1,0
Terrible search engine. Tracks all your movement and searches. Do not use,1,0
Download failed,1,0
This app is very very slow.,1,0
open xxxxxvbos,1,0
Cannot use an app created by a censor platform,1,0
Communist and slow app STOP THE STEAL,1,0
Best app ever,1,0
à¦®à¦¾ à¦›à§‡à¦²à§‡ à¦šà§à¦¦à¦¾à¦šà§à¦¦à¦¿,1,0
H Y D F G .. .n Hhh Mnjoor Mbg,1,0
Value saching,1,0
Ghatiya app h,1,0
Apps ğŸ‘ğŸ‘ğŸ’¯,1,0
Slow,1,0
Very slow,1,0
"If I could give them minus 5 stars, I would. ğŸ‘ï¸",1,0
Google has become a company of silence. I will not support any company that willingly silences anyones voice.,1,0
Disgusting company,1,0
IT'S VERY BAD,1,0
Cookies Cookies,1,0
This app is only virusğŸ˜¤ğŸ˜•,1,0
big tech sucks,1,0
Stop forcing us to do watch those annoying ads after every 5 mins for continuesly 2 mins.. Such a pathetic experience.. Don't even deserve 1star,1,0
Im facing a glitch as whenever im trying to search something it shows the blank page which is not at all acceptable,1,0
Very bad,1,0
It won't freaking load,1,0
Absolute rubbish. It will consume every last available bit of memmory resources on your phone untill it crawls everything down to a standstill and crash. Google seems to think that all devices these days have 32gb ram and 16 core processors dedicated to run google apps,1,0
Because it not ask before remove file from downloads.,1,0
Blocks me from sites,1,0
Bad,1,0
"I don't know why the pages doesn't charge. I tried several times, but nothing happened.",1,0
It stops working,1,0
Sucks will not open anything,1,0
Disturbed net connection,1,0
No traepara des cargas,1,0
Very slow,1,0
So bad app especially ...,1,0
Bobo nyo,1,0
à¦•à§‡à¦à¦¦à¦¤à§à¦¯à¦¦à¦«à§à¦¯,1,0
Lame,1,0
Only Nazis use chrome,1,0
Bad,1,0
C.k,1,0
Bakwas,1,0
Very bad,1,0
Sdd,1,0
App freezes and constantly closes,1,0
Ù…Ù…ØªØ§Ø²,1,0
Dil,1,0
Go,1,0
This app doesn't even deserve a star I try to uninstall put it fails pls tell me how to delete it now,1,0
Keeps freezing and freezing. Worst app and I am unable to uninstall as it is pre installed on my device,1,0
Wouldn't up date,1,0
Keeps stopping!!,1,0
no spam,1,0
sala porn nhi ata,1,0
You get 1 star because you shutdown parler,1,0
App keep stopping,1,0
I am not sure,1,0
Plezz support Android 4.4.4,1,0
Tired of the bull that is sent. Too many notifications. Plus the ads are dumb,1,0
Don't know!!,1,0
The app keeps crashing after opening a new tab,1,0
Why even bother to download it? Every attempt to download this app results in nothing. How can I download this app if its not willing to download?,1,0
á—¯Iá’ªá’ª â“ƒï¸â“„ï¸â“‰ï¸ ğ–‘ğ–Šğ–™ mÌ†ÌˆeÌ†Ìˆ uÌ‘ÌˆpÌ‘ÌˆdÌ‘ÌˆaÌ‘ÌˆtÌ‘ÌˆeÌ‘Ìˆ,1,0
It keeps on crashing. Saying my phone (I'm on a tablet) is not connected to the internet while in my house!,1,0
Can't wait for government to take you down lol,1,0
Won't download,1,0
bad,1,0
"K now google f****d up this time wth why is it just showing a black screen everytime i try to ""search"" Wth",1,0
I am not satisfied,1,0
